station_id,name,lat,lon,state,elevation,total_days,observed_days,pct_observed,first_date,last_date
20024,YUNTA (WINNININNIE STATION),-32.473,139.71,SA,,9647,6529,67.7,2000-01-01,2026-05-30
20025,WOOLGANGI,-33.501,139.515,SA,,9647,9535,98.8,2000-01-01,2026-05-30
20026,YUNTA,-32.582,139.561,SA,,9647,0,0.0,2000-01-01,2026-05-30
20028,GLUEPOT RESERVE (GLUEPOT),-33.762,140.125,SA,,9647,9618,99.7,2000-01-01,2026-05-30
20032,CANEGRASS,-33.583,140.017,SA,,9647,0,0.0,2000-01-01,2026-05-30
20043,BRAEMAR,-33.187,139.621,SA,,9647,9205,95.4,2000-01-01,2026-05-30
20045,DANGGALI CONSERVATION PARK (HYPURNA),-33.563,140.931,SA,,9647,3611,37.4,2000-01-01,2026-05-30
20048,MANNA HILL (WADNAMINGA),-32.493,140.23,SA,,9647,8675,89.9,2000-01-01,2026-05-30
20049,MOOLEULOOLOO,-31.638,140.513,SA,,9647,9426,97.7,2000-01-01,2026-05-30
20050,PLUMBAGO,-32.062,139.887,SA,,9647,7709,79.9,2000-01-01,2026-05-30
20052,MOUNT VICTOR,-32.057,139.619,SA,,9647,7073,73.3,2000-01-01,2026-05-30
20053,COCKBURN (TEPCO),-32.17,140.796,SA,,9647,9406,97.5,2000-01-01,2026-05-30
20062,YUNTA AIRSTRIP,-32.571,139.565,SA,,9647,9396,97.4,2000-01-01,2026-05-30
21000,BRINKWORTH (ANAMA PARK),-33.732,138.492,SA,,9647,5286,54.8,2000-01-01,2026-05-30
21001,AUBURN,-34.026,138.685,SA,,9647,7776,80.6,2000-01-01,2026-05-30
21002,BALAKLAVA,-34.142,138.423,SA,,9647,8311,86.2,2000-01-01,2026-05-30
21003,BLYTH,-33.846,138.489,SA,,9647,8351,86.6,2000-01-01,2026-05-30
21004,BOOBOROWIE,-33.564,138.76,SA,,9647,8068,83.6,2000-01-01,2026-05-30
21006,GLADSTONE (BOOYOOLEE),-33.267,138.35,SA,,9647,0,0.0,2000-01-01,2026-05-30
21007,BRINKWORTH,-33.69,138.404,SA,,9647,8042,83.4,2000-01-01,2026-05-30
21008,BUNDALEER FOREST RESERVE,-33.276,138.575,SA,,9647,0,0.0,2000-01-01,2026-05-30
21009,SPALDING (BUNDALEER RESERVOIR),-33.466,138.541,SA,,9647,6043,62.6,2000-01-01,2026-05-30
21010,BRINKWORTH (BUNGAREE),-33.746,138.562,SA,,9647,9613,99.6,2000-01-01,2026-05-30
21011,BURRA (KOORINGA),-33.683,138.933,SA,,9647,0,0.0,2000-01-01,2026-05-30
21012,BUTE,-33.857,138.007,SA,,9647,8531,88.4,2000-01-01,2026-05-30
21013,CALTOWIE,-33.185,138.473,SA,,9647,8052,83.5,2000-01-01,2026-05-30
21014,CLARE POST OFFICE,-33.836,138.613,SA,,9647,0,0.0,2000-01-01,2026-05-30
21015,SNOWTOWN (CONDOWIE),-33.705,138.293,SA,,9647,9566,99.2,2000-01-01,2026-05-30
21016,CRYSTAL BROOK,-33.353,138.206,SA,,9647,8857,91.8,2000-01-01,2026-05-30
21017,TEROWIE (CURTFORTH),-33.167,138.983,SA,,9647,0,0.0,2000-01-01,2026-05-30
21019,FARRELL FLAT,-33.831,138.792,SA,,9647,9106,94.4,2000-01-01,2026-05-30
21020,GEORGETOWN,-33.359,138.393,SA,,9647,9000,93.3,2000-01-01,2026-05-30
21021,GLADSTONE,-33.27,138.356,SA,,9647,8921,92.5,2000-01-01,2026-05-30
21022,GULNARE,-33.469,138.443,SA,,9647,9124,94.6,2000-01-01,2026-05-30
21023,HALLETT,-33.41,138.89,SA,,9647,6282,65.1,2000-01-01,2026-05-30
21024,HALLETT (LORRAINE),-33.459,138.748,SA,,9647,8658,89.7,2000-01-01,2026-05-30
21025,CLARE (HILL RIVER),-33.835,138.653,SA,,9647,9406,97.5,2000-01-01,2026-05-30
21026,HOYLETON,-34.039,138.558,SA,,9647,4687,48.6,2000-01-01,2026-05-30
21027,JAMESTOWN,-33.204,138.606,SA,,9647,8363,86.7,2000-01-01,2026-05-30
21028,HALLETT (KETCHOWLA),-33.292,139.216,SA,,9647,0,0.0,2000-01-01,2026-05-30
21029,KOOLUNGA,-33.587,138.333,SA,,9647,9458,98.0,2000-01-01,2026-05-30
21031,LAURA,-33.185,138.3,SA,,9647,8184,84.8,2000-01-01,2026-05-30
21032,LOCHIEL SALTWORKS,-33.921,138.163,SA,,9647,163,1.7,2000-01-01,2026-05-30
21033,MINTARO,-33.914,138.72,SA,,9647,9375,97.2,2000-01-01,2026-05-30
21034,MOUNT BRYAN,-33.559,138.903,SA,,9647,8615,89.3,2000-01-01,2026-05-30
21035,MOUNT TEMPLETON (GLENALBYN),-34.026,138.317,SA,,9647,5373,55.7,2000-01-01,2026-05-30
21036,MUNDOORA,-33.595,138.085,SA,,9647,8719,90.4,2000-01-01,2026-05-30
21037,NARRIDY POST OFFICE,-33.428,138.302,SA,,9647,0,0.0,2000-01-01,2026-05-30
21038,TEROWIE (NEATHVALE),-33.176,138.889,SA,,9647,0,0.0,2000-01-01,2026-05-30
21039,BUTE (NINNES),-33.969,138.019,SA,,9647,0,0.0,2000-01-01,2026-05-30
21040,PANDAPPA HOMESTEAD,-33.171,139.166,SA,,9647,0,0.0,2000-01-01,2026-05-30
21041,BURRA (POONUNDA),-33.562,139.098,SA,,9647,4479,46.4,2000-01-01,2026-05-30
21042,PORT BROUGHTON,-33.603,137.935,SA,,9647,9247,95.9,2000-01-01,2026-05-30
21043,PORT PIRIE NYRSTAR COMPARISON,-33.171,138.01,SA,,9647,4613,47.8,2000-01-01,2026-05-30
21044,PORT WAKEFIELD,-34.185,138.148,SA,,9647,9005,93.3,2000-01-01,2026-05-30
21045,REDHILL,-33.541,138.224,SA,,9647,8091,83.9,2000-01-01,2026-05-30
21046,SNOWTOWN,-33.784,138.213,SA,,9647,547,5.7,2000-01-01,2026-05-30
21047,SPALDING,-33.5,138.609,SA,,9647,7529,78.0,2000-01-01,2026-05-30
21048,WATERVALE (SPRINGVALE),-33.956,138.652,SA,,9647,0,0.0,2000-01-01,2026-05-30
21049,BELALIE NORTH (TEECARNEE),-33.146,138.722,SA,,9647,0,0.0,2000-01-01,2026-05-30
21050,TEROWIE,-33.151,138.92,SA,,9647,6133,63.6,2000-01-01,2026-05-30
21051,HALLETT (ULOOLOO RAILWAY SIDING),-33.339,138.887,SA,,9647,0,0.0,2000-01-01,2026-05-30
21052,WANDEARAH EAST POST OFFICE,-33.385,138.061,SA,,9647,0,0.0,2000-01-01,2026-05-30
21053,WANDEARAH NORTH,-33.353,138.031,SA,,9647,0,0.0,2000-01-01,2026-05-30
21054,WATERVALE,-33.961,138.645,SA,,9647,5660,58.7,2000-01-01,2026-05-30
21055,WHYTE YARCOWIE,-33.23,138.884,SA,,9647,7690,79.7,2000-01-01,2026-05-30
21056,HALLETT (WILLOGOLECHE),-33.412,138.873,SA,,9647,0,0.0,2000-01-01,2026-05-30
21057,YACKA,-33.571,138.45,SA,,9647,9579,99.3,2000-01-01,2026-05-30
21058,SPALDING (YAKILO),-33.538,138.674,SA,,9647,0,0.0,2000-01-01,2026-05-30
21059,HILLTOWN,-33.687,138.638,SA,,9647,8979,93.1,2000-01-01,2026-05-30
21060,JAMESTOWN PIRSA,-33.203,138.602,SA,,9647,7623,79.0,2000-01-01,2026-05-30
21062,HALLETT (OLD CANOWIE),-33.304,138.755,SA,,9647,9419,97.6,2000-01-01,2026-05-30
21067,HALLETT (ASHROSE),-33.411,138.818,SA,,9647,8600,89.1,2000-01-01,2026-05-30
21069,ANDREWS (GERALKA),-33.618,138.577,SA,,9647,3710,38.5,2000-01-01,2026-05-30
21072,HUDDLESTON (WILLOW PONDS),-33.327,138.317,SA,,9647,9532,98.8,2000-01-01,2026-05-30
21073,KYBUNGA (CLOVERLEA),-33.929,138.545,SA,,9647,5539,57.4,2000-01-01,2026-05-30
21075,CLARE (CALCANNIA),-33.746,138.606,SA,,9647,9608,99.6,2000-01-01,2026-05-30
21076,MANOORA (COOINDA),-33.931,138.814,SA,,9647,9615,99.7,2000-01-01,2026-05-30
21077,BURRA COMMUNITY SCHOOL,-33.678,138.937,SA,,9647,9270,96.1,2000-01-01,2026-05-30
21084,PORT PIRIE (VALENCIA),-33.32,138.013,SA,,9647,0,0.0,2000-01-01,2026-05-30
21085,HALLETT (ULOOLOO),-33.339,138.924,SA,,9647,6467,67.0,2000-01-01,2026-05-30
21086,BURRA (WORLDS END),-33.835,139.074,SA,,9647,4917,51.0,2000-01-01,2026-05-30
21100,BURRA (LEIGHTON),-33.654,138.826,SA,,9647,9216,95.5,2000-01-01,2026-05-30
21101,SNOWTOWN (BANYULA),-33.702,138.103,SA,,9647,8305,86.1,2000-01-01,2026-05-30
21102,NUROM (RIVERSIDE FARM),-33.35,138.102,SA,,9647,9579,99.3,2000-01-01,2026-05-30
21104,BALAKLAVA (WANAPPE),-33.996,138.454,SA,,9647,9561,99.1,2000-01-01,2026-05-30
21106,BOWILLIA,-33.953,138.39,SA,,9647,9278,96.2,2000-01-01,2026-05-30
21108,PORT BROUGHTON (WANDEARAH),-33.458,137.984,SA,,9647,6517,67.6,2000-01-01,2026-05-30
21110,TICKERA,-33.788,137.707,SA,,9647,9394,97.4,2000-01-01,2026-05-30
21114,BEETALOO RESERVOIR OLD SITE,-33.19,138.213,SA,,9647,0,0.0,2000-01-01,2026-05-30
21115,MUNDOORA (BARUNGA NORTH),-33.692,138.133,SA,,9647,9097,94.3,2000-01-01,2026-05-30
21120,WHYTE-YARCOWIE (GUM PARK),-33.255,138.787,SA,,9647,9536,98.8,2000-01-01,2026-05-30
21121,APOINGA (WILIVERE),-33.959,138.933,SA,,9647,9031,93.6,2000-01-01,2026-05-30
21124,LAURA (BEETALOO RESERVOIR),-33.196,138.22,SA,,9647,4724,49.0,2000-01-01,2026-05-30
21131,CLARE HIGH SCHOOL,-33.823,138.593,SA,,9647,9436,97.8,2000-01-01,2026-05-30
21133,SNOWTOWN (RAYVILLE PARK),-33.767,138.218,SA,,9647,9422,97.7,2000-01-01,2026-05-30
22000,ARDROSSAN,-34.423,137.917,SA,,9647,6661,69.0,2000-01-01,2026-05-30
22001,BRENTWOOD POST OFFICE,-34.867,137.5,SA,,9647,0,0.0,2000-01-01,2026-05-30
22002,CORNY POINT,-34.915,137.062,SA,,9647,4192,43.5,2000-01-01,2026-05-30
22003,CURRAMULKA,-34.698,137.712,SA,,9647,9112,94.5,2000-01-01,2026-05-30
22004,EDITHBURGH POST OFFICE,-35.087,137.743,SA,,9647,1348,14.0,2000-01-01,2026-05-30
22006,KADINA,-33.955,137.695,SA,,9647,2035,21.1,2000-01-01,2026-05-30
22007,MAITLAND (WOODBURLIE),-34.317,137.533,SA,,9647,0,0.0,2000-01-01,2026-05-30
22008,MAITLAND,-34.374,137.673,SA,,9647,9335,96.8,2000-01-01,2026-05-30
22009,MINLATON,-34.771,137.595,SA,,9647,8065,83.6,2000-01-01,2026-05-30
22010,MAITLAND (KILKERRAN),-34.332,137.59,SA,,9647,8881,92.1,2000-01-01,2026-05-30
22011,MOONTA,-34.067,137.593,SA,,9647,8540,88.5,2000-01-01,2026-05-30
22012,PASKEVILLE,-34.04,137.9,SA,,9647,9343,96.8,2000-01-01,2026-05-30
22013,PORT VICTORIA,-34.494,137.484,SA,,9647,7931,82.2,2000-01-01,2026-05-30
22014,PORT VINCENT,-34.777,137.857,SA,,9647,8773,90.9,2000-01-01,2026-05-30
22015,PRICE,-34.297,138.001,SA,,9647,7095,73.5,2000-01-01,2026-05-30
22016,SANDILANDS,-34.52,137.773,SA,,9647,7723,80.1,2000-01-01,2026-05-30
22017,STANSBURY,-34.912,137.798,SA,,9647,7858,81.5,2000-01-01,2026-05-30
22018,WAROOKA,-34.991,137.399,SA,,9647,8876,92.0,2000-01-01,2026-05-30
22019,MAITLAND (WEETULTA),-34.243,137.591,SA,,9647,4042,41.9,2000-01-01,2026-05-30
22020,WALLAROO,-33.928,137.64,SA,,9647,8736,90.6,2000-01-01,2026-05-30
22021,ARDROSSAN (WINULTA),-34.278,137.861,SA,,9647,7897,81.9,2000-01-01,2026-05-30
22022,PORT CLINTON (YARAROO),-34.145,138.015,SA,,9647,9529,98.8,2000-01-01,2026-05-30
22023,YORKETOWN,-35.019,137.6,SA,,9647,8188,84.9,2000-01-01,2026-05-30
22031,MINLATON AERO,-34.748,137.528,SA,,9647,9055,93.9,2000-01-01,2026-05-30
22032,ARDROSSAN (MULARA),-34.568,137.822,SA,,9647,4034,41.8,2000-01-01,2026-05-30
22033,ARDROSSAN (VITANA),-34.472,137.885,SA,,9647,9357,97.0,2000-01-01,2026-05-30
22036,MINLATON (EVERSLEY),-34.749,137.63,SA,,9647,9556,99.1,2000-01-01,2026-05-30
22037,PETERSVILLE,-34.369,137.797,SA,,9647,6952,72.1,2000-01-01,2026-05-30
22039,ARTHURTON (LOWANDALE),-34.297,137.713,SA,,9647,6780,70.3,2000-01-01,2026-05-30
22044,PORT CLINTON (KADDYINNA),-34.239,137.988,SA,,9647,9413,97.6,2000-01-01,2026-05-30
22046,EDITHBURGH,-35.112,137.739,SA,,9647,9417,97.6,2000-01-01,2026-05-30
22049,STENHOUSE BAY,-35.279,136.939,SA,,9647,9498,98.5,2000-01-01,2026-05-30
22800,AMERICAN RIVER,-35.783,137.77,SA,,9647,7081,73.4,2000-01-01,2026-05-30
22801,CAPE BORDA COMPARISON,-35.753,136.594,SA,,9647,2767,28.7,2000-01-01,2026-05-30
22802,CAPE DE COUEDIC,-36.067,136.7,SA,,9647,0,0.0,2000-01-01,2026-05-30
22803,CAPE WILLOUGHBY,-35.843,138.133,SA,,9647,9204,95.4,2000-01-01,2026-05-30
22805,CYGNET RIVER,-35.7,137.533,SA,,9647,0,0.0,2000-01-01,2026-05-30
22806,MURRAYS LAGOON (BAYSIDE),-35.927,137.292,SA,,9647,5529,57.3,2000-01-01,2026-05-30
22807,KINGSCOTE,-35.656,137.638,SA,,9647,5046,52.3,2000-01-01,2026-05-30
22808,KINGSCOTE (KARINGA),-35.821,137.53,SA,,9647,8244,85.5,2000-01-01,2026-05-30
22809,PENNESHAW,-35.72,137.934,SA,,9647,6830,70.8,2000-01-01,2026-05-30
22810,PENNESHAW 2,-35.7,137.9,SA,,9647,0,0.0,2000-01-01,2026-05-30
22811,SMITH BAY (SMITHS BAY),-35.599,137.439,SA,,9647,9282,96.2,2000-01-01,2026-05-30
22812,WESTERN RIVER,-35.684,136.97,SA,,9647,0,0.0,2000-01-01,2026-05-30
22813,WILLSONS RIVER,-35.817,137.983,SA,,9647,0,0.0,2000-01-01,2026-05-30
22814,PARNDANA EAST RESEARCH STATION,-35.8,137.333,SA,,9647,0,0.0,2000-01-01,2026-05-30
22815,PARNDANA (PIONEER BEND),-35.725,137.259,SA,,9647,8785,91.1,2000-01-01,2026-05-30
22816,PARNDANA (ALLANDALE),-35.773,137.033,SA,,9647,675,7.0,2000-01-01,2026-05-30
22817,FLINDERS CHASE (ROCKY RIVER),-35.951,136.739,SA,,9647,8392,87.0,2000-01-01,2026-05-30
22820,ROCKY RIVER (BROOKLAND PARK),-35.89,136.861,SA,,9647,5816,60.3,2000-01-01,2026-05-30
22822,MURRAY LAGOON (HAWKS NEST),-35.904,137.454,SA,,9647,6224,64.5,2000-01-01,2026-05-30
22823,CAPE BORDA,-35.755,136.596,SA,,9647,8227,85.3,2000-01-01,2026-05-30
22835,PARNDANA (TURKEY LANE),-35.734,137.121,SA,,9647,9507,98.5,2000-01-01,2026-05-30
22841,KINGSCOTE AERO,-35.711,137.523,SA,,9647,9537,98.9,2000-01-01,2026-05-30
23000,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),-34.926,138.583,SA,,9647,3278,34.0,2000-01-01,2026-05-30
23001,ADELAIDE (BRIGHTON),-35.02,138.52,SA,,9647,4744,49.2,2000-01-01,2026-05-30
23002,FULHAM PARK,-34.933,138.517,SA,,9647,0,0.0,2000-01-01,2026-05-30
23003,GAWLER RAILWAY,-34.617,138.733,SA,,9647,0,0.0,2000-01-01,2026-05-30
23004,GLENELG POST OFFICE,-34.984,138.512,SA,,9647,0,0.0,2000-01-01,2026-05-30
23005,ADELAIDE (GLEN OSMOND),-34.946,138.652,SA,,9647,7985,82.8,2000-01-01,2026-05-30
23007,LOWER LIGHT,-34.534,138.435,SA,,9647,1148,11.9,2000-01-01,2026-05-30
23008,MAGILL POST OFFICE,-34.917,138.683,SA,,9647,0,0.0,2000-01-01,2026-05-30
23009,MALLALA,-34.438,138.512,SA,,9647,4967,51.5,2000-01-01,2026-05-30
23010,MITCHAM POST OFFICE,-34.983,138.617,SA,,9647,0,0.0,2000-01-01,2026-05-30
23011,NORTH ADELAIDE,-34.916,138.595,SA,,9647,8498,88.1,2000-01-01,2026-05-30
23012,OWEN,-34.271,138.547,SA,,9647,5679,58.9,2000-01-01,2026-05-30
23013,PARAFIELD AIRPORT,-34.798,138.628,SA,,9647,9567,99.2,2000-01-01,2026-05-30
23014,ADELAIDE (GLENSIDE),-34.947,138.63,SA,,9647,0,0.0,2000-01-01,2026-05-30
23015,PENFIELD WEAPONS RESEARCH,-34.733,138.65,SA,,9647,0,0.0,2000-01-01,2026-05-30
23016,ADELAIDE (PORT DOCK RAILWAY STATION),-34.51,138.517,SA,,9647,0,0.0,2000-01-01,2026-05-30
23017,PROSPECT,-34.9,138.583,SA,,9647,0,0.0,2000-01-01,2026-05-30
23018,ADELAIDE (TORRENS ISLAND),-34.782,138.522,SA,,9647,4417,45.8,2000-01-01,2026-05-30
23019,ROSEDALE,-34.567,138.783,SA,,9647,0,0.0,2000-01-01,2026-05-30
23020,ROSEWORTHY AGRIC COLLEGE,-34.527,138.688,SA,,9647,0,0.0,2000-01-01,2026-05-30
23021,ROSEWORTHY,-34.535,138.751,SA,,9647,5754,59.6,2000-01-01,2026-05-30
23022,ST PETERS POST OFFICE,-34.917,138.617,SA,,9647,0,0.0,2000-01-01,2026-05-30
23023,ADELAIDE (SALISBURY BOWLING CLUB),-34.767,138.643,SA,,9647,8350,86.6,2000-01-01,2026-05-30
23024,ADELAIDE (SEATON),-34.897,138.51,SA,,9647,8305,86.1,2000-01-01,2026-05-30
23025,SMITHFIELD,-34.68,138.694,SA,,9647,4691,48.6,2000-01-01,2026-05-30
23026,ADELAIDE (POORAKA),-34.832,138.613,SA,,9647,7309,75.8,2000-01-01,2026-05-30
23027,ADELAIDE (THORNDON PARK),-34.874,138.686,SA,,9647,1221,12.7,2000-01-01,2026-05-30
23028,TWO WELLS,-34.595,138.516,SA,,9647,6278,65.1,2000-01-01,2026-05-30
23029,ADELAIDE (UNLEY),-34.95,138.606,SA,,9647,0,0.0,2000-01-01,2026-05-30
23030,VIRGINIA SHEEDY ROAD,-34.669,138.559,SA,,9647,1,0.0,2000-01-01,2026-05-30
23031,ADELAIDE (WAITE INSTITUTE),-34.97,138.633,SA,,9647,0,0.0,2000-01-01,2026-05-30
23033,ADELAIDE (TOWNSEND HOUSE),-35.013,138.515,SA,,9647,0,0.0,2000-01-01,2026-05-30
23034,ADELAIDE AIRPORT M.O.,-34.952,138.52,SA,,9647,9638,99.9,2000-01-01,2026-05-30
23036,MODBURY (SURREY VINE YARDS),-34.8,138.7,SA,,9647,0,0.0,2000-01-01,2026-05-30
23037,ADELAIDE (PARAFIELD PLANT INTRODUCTION C,-34.783,138.624,SA,,9647,0,0.0,2000-01-01,2026-05-30
23039,RHYNIE (SALTERS SPRINGS),-34.186,138.63,SA,,9647,9351,96.9,2000-01-01,2026-05-30
23040,ADELAIDE (TRINITY GARDENS),-34.917,138.65,SA,,9647,0,0.0,2000-01-01,2026-05-30
23057,ADELAIDE (NORTHFIELD RESEARCH CENTRE),-34.853,138.652,SA,,9647,0,0.0,2000-01-01,2026-05-30
23072,ADELAIDE (MAGILL SECURE CARE CENTRE),-34.907,138.687,SA,,9647,3378,35.0,2000-01-01,2026-05-30
23075,ADELAIDE (CLAPHAM),-34.996,138.604,SA,,9647,2619,27.1,2000-01-01,2026-05-30
23076,PORT PARHAM,-34.432,138.259,SA,,9647,8696,90.1,2000-01-01,2026-05-30
23078,GAWLER COUNCIL DEPOT,-34.592,138.739,SA,,9647,5180,53.7,2000-01-01,2026-05-30
23079,ADELAIDE (DRY CREEK SALTWORKS),-34.828,138.578,SA,,9647,4766,49.4,2000-01-01,2026-05-30
23081,BOLIVAR TREATMENT WORKS,-34.771,138.584,SA,,9647,8282,85.9,2000-01-01,2026-05-30
23083,EDINBURGH RAAF,-34.711,138.622,SA,,9647,9542,98.9,2000-01-01,2026-05-30
23090,ADELAIDE (KENT TOWN),-34.921,138.622,SA,,9647,7267,75.3,2000-01-01,2026-05-30
23092,VIRGINIA 2,-34.65,138.567,SA,,9647,0,0.0,2000-01-01,2026-05-30
23095,HAMLEY BRIDGE,-34.357,138.682,SA,,9647,5802,60.1,2000-01-01,2026-05-30
23096,ADELAIDE (HOPE VALLEY RESERVOIR),-34.856,138.684,SA,,9647,9537,98.9,2000-01-01,2026-05-30
23097,ADELAIDE (BLACK HILL CONSERVATION PARK),-34.883,138.717,SA,,9647,0,0.0,2000-01-01,2026-05-30
23098,ADELAIDE (MORPHETTVILLE RACECOURSE),-34.974,138.542,SA,,9647,5513,57.1,2000-01-01,2026-05-30
23103,VIRGINIA,-34.645,138.531,SA,,9647,1262,13.1,2000-01-01,2026-05-30
23122,ROSEWORTHY AWS,-34.511,138.676,SA,,9647,9263,96.0,2000-01-01,2026-05-30
23131,HINDMARSH ISLAND (MUNDOO BARRAGE),-35.535,138.901,SA,,9647,5355,55.5,2000-01-01,2026-05-30
23300,ANGASTON,-34.502,139.047,SA,,9647,4876,50.5,2000-01-01,2026-05-30
23302,COLLINGROVE,-34.55,139.083,SA,,9647,0,0.0,2000-01-01,2026-05-30
23303,FREELING RAILWAY,-34.45,138.817,SA,,9647,0,0.0,2000-01-01,2026-05-30
23304,GLEN GARRIE,-34.083,138.97,SA,,9647,0,0.0,2000-01-01,2026-05-30
23305,GREENOCK,-34.458,138.928,SA,,9647,7945,82.4,2000-01-01,2026-05-30
23306,RIVERTON (MAROOMBA),-34.17,138.81,SA,,9647,9172,95.1,2000-01-01,2026-05-30
23307,KAPUNDA,-34.341,138.916,SA,,9647,8406,87.1,2000-01-01,2026-05-30
23308,KAPUNDA WATER WORKS,-34.35,138.917,SA,,9647,0,0.0,2000-01-01,2026-05-30
23309,LYNDOCH,-34.596,138.873,SA,,9647,8793,91.1,2000-01-01,2026-05-30
23310,MANOORA,-34.002,138.819,SA,,9647,7280,75.5,2000-01-01,2026-05-30
23311,MARRABEL,-34.144,138.877,SA,,9647,7776,80.6,2000-01-01,2026-05-30
23312,NURIOOTPA,-34.475,138.993,SA,,9647,0,0.0,2000-01-01,2026-05-30
23313,LYNDOCH (PEWSEY VALE),-34.617,138.983,SA,,9647,0,0.0,2000-01-01,2026-05-30
23314,RIVERTON,-34.157,138.747,SA,,9647,8945,92.7,2000-01-01,2026-05-30
23315,SADDLEWORTH,-34.084,138.782,SA,,9647,4508,46.7,2000-01-01,2026-05-30
23316,STOCKPORT,-34.333,138.733,SA,,9647,0,0.0,2000-01-01,2026-05-30
23317,STOCKWELL,-34.436,139.054,SA,,9647,0,0.0,2000-01-01,2026-05-30
23318,TANUNDA,-34.507,138.964,SA,,9647,9329,96.7,2000-01-01,2026-05-30
23319,TARLEE,-34.279,138.773,SA,,9647,6836,70.9,2000-01-01,2026-05-30
23321,NURIOOTPA COMPARISON,-34.477,139.005,SA,,9647,0,0.0,2000-01-01,2026-05-30
23323,TARNMA,-34.199,138.938,SA,,9647,7409,76.8,2000-01-01,2026-05-30
23325,FREELING,-34.455,138.81,SA,,9647,5915,61.3,2000-01-01,2026-05-30
23343,ROSEDALE (TURRETFIELD RESEARCH CENTRE),-34.552,138.834,SA,,9647,7280,75.5,2000-01-01,2026-05-30
23354,KAPUNDA (BAGOT WELL),-34.312,139.008,SA,,9647,6787,70.4,2000-01-01,2026-05-30
23355,RIVERTON (LEEWARD),-34.207,138.789,SA,,9647,9560,99.1,2000-01-01,2026-05-30
23356,HAMLEY BRIDGE (LINWOOD),-34.385,138.763,SA,,9647,5374,55.7,2000-01-01,2026-05-30
23360,ST KITTS,-34.33,139.092,SA,,9647,9182,95.2,2000-01-01,2026-05-30
23361,HAMILTON,-34.213,138.871,SA,,9647,5012,52.0,2000-01-01,2026-05-30
23363,ROWLAND FLAT 4,-34.583,138.933,SA,,9647,0,0.0,2000-01-01,2026-05-30
23365,TARLEE WEST (HAZELTON),-34.232,138.695,SA,,9647,9285,96.2,2000-01-01,2026-05-30
23370,STOCKPORT (CLIFTON),-34.314,138.729,SA,,9647,9273,96.1,2000-01-01,2026-05-30
23373,NURIOOTPA PIRSA,-34.476,139.006,SA,,9647,9439,97.8,2000-01-01,2026-05-30
23700,ALDINGA POST OFFICE,-35.269,138.477,SA,,9647,0,0.0,2000-01-01,2026-05-30
23701,ASHBOURNE,-35.311,138.752,SA,,9647,0,0.0,2000-01-01,2026-05-30
23702,ASHTON 1,-34.917,138.733,SA,,9647,0,0.0,2000-01-01,2026-05-30
23703,BELAIR (KALYRA),-35.004,138.615,SA,,9647,0,0.0,2000-01-01,2026-05-30
23704,BELAIR (STATE FLORA NURSERY),-35.008,138.65,SA,,9647,9081,94.1,2000-01-01,2026-05-30
23705,BIRDWOOD,-34.804,138.945,SA,,9647,9159,94.9,2000-01-01,2026-05-30
23706,BLACKWOOD POST OFFICE,-35.017,138.617,SA,,9647,0,0.0,2000-01-01,2026-05-30
23707,BRIDGEWATER,-35.01,138.757,SA,,9647,6385,66.2,2000-01-01,2026-05-30
23708,SECOND VALLEY (SPRING GROVE),-35.558,138.216,SA,,9647,0,0.0,2000-01-01,2026-05-30
23709,CHERRY GARDENS,-35.061,138.659,SA,,9647,9567,99.2,2000-01-01,2026-05-30
23710,CLARENDON,-35.111,138.62,SA,,9647,8075,83.7,2000-01-01,2026-05-30
23711,COROMANDEL VALLEY (BRANDEN),-35.033,138.617,SA,,9647,0,0.0,2000-01-01,2026-05-30
23712,DINGO VALE,-34.867,138.833,SA,,9647,0,0.0,2000-01-01,2026-05-30
23713,ECHUNGA GOLF COURSE,-35.096,138.789,SA,,9647,5480,56.8,2000-01-01,2026-05-30
23714,FINNISS,-35.374,138.806,SA,,9647,8268,85.7,2000-01-01,2026-05-30
23715,HOUGHTON (GLEN EWIN),-34.817,138.75,SA,,9647,0,0.0,2000-01-01,2026-05-30
23717,GOLDEN GROVE,-34.767,138.733,SA,,9647,0,0.0,2000-01-01,2026-05-30
23718,GOOLWA COUNCIL DEPOT,-35.498,138.766,SA,,9647,5031,52.2,2000-01-01,2026-05-30
23719,GUMERACHA,-34.824,138.886,SA,,9647,6683,69.3,2000-01-01,2026-05-30
23720,HAHNDORF,-35.025,138.811,SA,,9647,9150,94.8,2000-01-01,2026-05-30
23721,HAPPY VALLEY RESERVOIR,-35.059,138.566,SA,,9647,9613,99.6,2000-01-01,2026-05-30
23722,HARROGATE,-34.93,139.014,SA,,9647,9606,99.6,2000-01-01,2026-05-30
23723,INMAN VALLEY,-35.491,138.475,SA,,9647,9427,97.7,2000-01-01,2026-05-30
23724,KANMANTOO,-35.074,139.004,SA,,9647,9166,95.0,2000-01-01,2026-05-30
23725,KEYNETON,-34.557,139.134,SA,,9647,9121,94.5,2000-01-01,2026-05-30
23726,LOBETHAL,-34.904,138.874,SA,,9647,7748,80.3,2000-01-01,2026-05-30
23727,LONGWOOD,-35.048,138.735,SA,,9647,8343,86.5,2000-01-01,2026-05-30
23728,MACCLESFIELD,-35.189,138.826,SA,,9647,6024,62.4,2000-01-01,2026-05-30
