station_id,name,lat,lon,state,elevation,total_days,observed_days,pct_observed,first_date,last_date
40611,YABBA CREEK,-26.67,152.514,QLD,,9648,31,0.3,2000-01-01,2026-05-31
40612,GLEN ELGIN,-26.6,151.983,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40614,MOUNT LINDSAY,-28.35,152.733,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40616,COOLABUNIA,-26.633,151.933,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40619,RATHDOWNEY,-28.318,152.727,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40628,WOODFORD BCC,-26.942,152.761,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40635,DANEWOOD VALE,-26.837,152.491,QLD,,9648,9421,97.6,2000-01-01,2026-05-31
40651,JIMNA FORESTRY,-26.664,152.461,QLD,,9648,6055,62.8,2000-01-01,2026-05-31
40670,GREYSTONLEA,-26.564,151.438,QLD,,9648,1283,13.3,2000-01-01,2026-05-31
40671,KILLARA,-26.284,151.19,QLD,,9648,9571,99.2,2000-01-01,2026-05-31
40677,MAROON DAM,-28.175,152.656,QLD,,9648,9595,99.5,2000-01-01,2026-05-31
40693,HIGHVALE,-27.379,152.816,QLD,,9648,9480,98.3,2000-01-01,2026-05-31
40695,PALMWOODS,-26.71,152.928,QLD,,9648,8321,86.2,2000-01-01,2026-05-31
40697,REDCLIFFE COUNCIL,-27.245,153.101,QLD,,9648,1759,18.2,2000-01-01,2026-05-31
40717,COOLANGATTA,-28.168,153.505,QLD,,9648,9564,99.1,2000-01-01,2026-05-31
40721,BOONARA ROMLEY,-26.093,152.052,QLD,,9648,1687,17.5,2000-01-01,2026-05-31
40764,GOLD COAST SEAWAY,-27.939,153.428,QLD,,9648,9298,96.4,2000-01-01,2026-05-31
40765,HERVEY BAY WILDLIFE PARK,-25.29,152.815,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40808,CRESSBROOK DAM,-27.264,152.196,QLD,,9648,9438,97.8,2000-01-01,2026-05-31
40842,BRISBANE AERO,-27.392,153.129,QLD,,9648,9629,99.8,2000-01-01,2026-05-31
40849,COOMBABAH WATER TREATMENT PLANT,-27.914,153.366,QLD,,9648,9603,99.5,2000-01-01,2026-05-31
40850,BAROON POCKET DAM,-26.715,152.872,QLD,,9648,7444,77.2,2000-01-01,2026-05-31
40852,CANUNGRA LAND WARFARE CENTRE,-28.027,153.179,QLD,,9648,0,0.0,2000-01-01,2026-05-31
40854,LOGAN CITY WATER TREATMENT PLANT,-27.684,153.198,QLD,,9648,9280,96.2,2000-01-01,2026-05-31
40856,RAINBOW BEACH,-25.901,153.089,QLD,,9648,9514,98.6,2000-01-01,2026-05-31
40861,SUNSHINE COAST AIRPORT,-26.599,153.091,QLD,,9648,9491,98.4,2000-01-01,2026-05-31
40870,OAKWOOD,-26.446,152.489,QLD,,9648,3313,34.3,2000-01-01,2026-05-31
40886,MT BINGA,-27.009,151.985,QLD,,9648,4612,47.8,2000-01-01,2026-05-31
40908,TEWANTIN RSL PARK,-26.391,153.04,QLD,,9648,9516,98.6,2000-01-01,2026-05-31
40913,BRISBANE,-27.481,153.039,QLD,,9648,9569,99.2,2000-01-01,2026-05-31
40922,KINGAROY AIRPORT,-26.574,151.84,QLD,,9648,9022,93.5,2000-01-01,2026-05-31
41000,ACLAND POST OFFICE,-27.303,151.69,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41001,ALLORA POST OFFICE,-28.036,151.998,QLD,,9648,117,1.2,2000-01-01,2026-05-31
41002,BACK PLAINS,-27.9,151.798,QLD,,9648,422,4.4,2000-01-01,2026-05-31
41003,BALGOWNIE WEST,-27.83,151.677,QLD,,9648,318,3.3,2000-01-01,2026-05-31
41005,BELL POLICE,-26.934,151.452,QLD,,9648,7442,77.1,2000-01-01,2026-05-31
41007,BRIGALOW POST OFFICE,-26.844,150.789,QLD,,9648,3394,35.2,2000-01-01,2026-05-31
41008,BOWENVILLE,-27.303,151.493,QLD,,9648,6550,67.9,2000-01-01,2026-05-31
41009,BYBERA,-28.267,150.811,QLD,,9648,3873,40.1,2000-01-01,2026-05-31
41011,CAMBOOYA POST OFFICE,-27.707,151.865,QLD,,9648,4729,49.0,2000-01-01,2026-05-31
41012,FERNFLAT,-26.676,150.899,QLD,,9648,9085,94.2,2000-01-01,2026-05-31
41013,CANNING DOWNS,-28.226,152.065,QLD,,9648,9526,98.7,2000-01-01,2026-05-31
41014,CARBEAN,-28.354,151.628,QLD,,9648,9500,98.5,2000-01-01,2026-05-31
41016,CECIL PLAINS HOMESTEAD,-27.533,151.202,QLD,,9648,9425,97.7,2000-01-01,2026-05-31
41017,CHINCHILLA WATER TREATMENT PLANT,-26.744,150.602,QLD,,9648,6945,72.0,2000-01-01,2026-05-31
41018,CLIFTON POST OFFICE,-27.932,151.906,QLD,,9648,8452,87.6,2000-01-01,2026-05-31
41019,CONDAMINE PLAINS,-27.723,151.287,QLD,,9648,8087,83.8,2000-01-01,2026-05-31
41022,DALVEEN,-28.496,151.973,QLD,,9648,9605,99.6,2000-01-01,2026-05-31
41023,DALBY POST OFFICE,-27.184,151.264,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41024,DOCTORS CREEK,-27.207,151.847,QLD,,9648,9579,99.3,2000-01-01,2026-05-31
41025,DUNMORE STATE FOREST,-27.576,151.08,QLD,,9648,7915,82.0,2000-01-01,2026-05-31
41026,EAGLES NEST,-28.017,151.8,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41027,ELBOW VALLEY,-28.4,152.1,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41028,EMU CREEK,-28.227,152.25,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41029,AVINGTON,-26.599,150.9,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41030,RUMBULARA VINEYARDS,-28.763,151.848,QLD,,9648,3177,32.9,2000-01-01,2026-05-31
41031,GEHAM STATE SCHOOL,-27.406,152.015,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41032,MYRA,-28.062,152.172,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41033,CARAWATHA,-28.762,151.987,QLD,,9648,6065,62.9,2000-01-01,2026-05-31
41034,GLENELG,-28.404,151.47,QLD,,9648,7301,75.7,2000-01-01,2026-05-31
41035,GLENGALLAN,-28.1,152.1,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41037,GOOMBUNGEE POST OFFICE,-27.307,151.851,QLD,,9648,8894,92.2,2000-01-01,2026-05-31
41038,GOONDIWINDI POST OFFICE,-28.548,150.308,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41039,GOWRIE JUNCTION,-27.5,151.9,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41040,GREENMOUNT POST OFFICE,-27.787,151.905,QLD,,9648,4130,42.8,2000-01-01,2026-05-31
41041,COOLESHA,-28.241,151.726,QLD,,9648,8966,92.9,2000-01-01,2026-05-31
41042,HADEN POST OFFICE,-27.224,151.883,QLD,,9648,6802,70.5,2000-01-01,2026-05-31
41044,HERMITAGE,-28.206,152.1,QLD,,9648,365,3.8,2000-01-01,2026-05-31
41045,THE HIGHLANDS IRRIGATION,-28.4,152.3,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41046,THE HEAD,-28.282,152.417,QLD,,9648,5344,55.4,2000-01-01,2026-05-31
41047,INGLEWOOD POST OFFICE,-28.415,151.083,QLD,,9648,9271,96.1,2000-01-01,2026-05-31
41049,IRVINGDALE POST OFFICE,-27.2,151.517,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41050,JANDOWAE POST OFFICE,-26.78,151.111,QLD,,9648,9517,98.6,2000-01-01,2026-05-31
41051,JIMBOUR STATE SCHOOL,-26.964,151.216,QLD,,9648,887,9.2,2000-01-01,2026-05-31
41052,JINGI JINGI,-26.693,151.096,QLD,,9648,9601,99.5,2000-01-01,2026-05-31
41053,JONDARYAN POST OFFICE,-27.367,151.59,QLD,,9648,9039,93.7,2000-01-01,2026-05-31
41056,KILLARNEY POST OFFICE,-28.334,152.295,QLD,,9648,9445,97.9,2000-01-01,2026-05-31
41058,KINDON,-28.087,150.744,QLD,,9648,4556,47.2,2000-01-01,2026-05-31
41059,KOGAN POST OFFICE,-27.05,150.767,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41061,KURROWAH,-27.658,151.199,QLD,,9648,6070,62.9,2000-01-01,2026-05-31
41062,LAGUNA,-27.808,151.327,QLD,,9648,8334,86.4,2000-01-01,2026-05-31
41063,LEYBURN POST OFFICE,-28.011,151.586,QLD,,9648,7183,74.5,2000-01-01,2026-05-31
41064,WILLOWVALE,-28.721,151.186,QLD,,9648,601,6.2,2000-01-01,2026-05-31
41065,MACALISTER POST OFFICE,-27.05,151.083,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41067,BLAKEFIELD,-28.05,152.267,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41069,MILLMERRAN POST OFFICE,-27.874,151.272,QLD,,9648,5137,53.2,2000-01-01,2026-05-31
41071,MONTROSE,-28.75,151.667,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41072,MOUNT IRVING,-27.483,151.6,QLD,,9648,9450,97.9,2000-01-01,2026-05-31
41074,NETHERBY,-27.35,151.8,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41075,NOBBY TOOTH ST,-27.853,151.902,QLD,,9648,3676,38.1,2000-01-01,2026-05-31
41077,OAKEY POST OFFICE,-27.45,151.717,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41079,PASSCHENDAELE,-28.541,151.843,QLD,,9648,2828,29.3,2000-01-01,2026-05-31
41080,PERANGA POST OFFICE,-27.146,151.695,QLD,,9648,1659,17.2,2000-01-01,2026-05-31
41081,PIKEDALE,-28.65,151.6,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41082,PITTSWORTH,-27.723,151.636,QLD,,9648,9440,97.8,2000-01-01,2026-05-31
41083,PRATTEN,-28.069,151.78,QLD,,9648,9168,95.0,2000-01-01,2026-05-31
41084,QUEEN MARY FALLS,-28.15,151.583,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41085,QUEEN MARY FALLS,-28.325,152.394,QLD,,9648,9539,98.9,2000-01-01,2026-05-31
41086,QUENDON,-26.665,151.397,QLD,,9648,9320,96.6,2000-01-01,2026-05-31
41087,RIVERTON,-29.031,151.49,QLD,,9648,2455,25.4,2000-01-01,2026-05-31
41089,STRUTH,-27.4,151.3,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41095,STANTHORPE LESLIE PARADE,-28.662,151.934,QLD,,9648,7598,78.8,2000-01-01,2026-05-31
41097,INGLEWOOD FOREST,-28.343,150.936,QLD,,9648,5194,53.8,2000-01-01,2026-05-31
41098,TANNYMOREL,-28.291,152.246,QLD,,9648,8680,90.0,2000-01-01,2026-05-31
41099,TARA TOWNSHIP,-27.276,150.462,QLD,,9648,5001,51.8,2000-01-01,2026-05-31
41100,TEXAS POST OFFICE,-28.854,151.168,QLD,,9648,9644,100.0,2000-01-01,2026-05-31
41101,TEXAS STATION,-28.85,151.15,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41102,THULIMBAH,-28.55,151.95,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41103,TOOWOOMBA,-27.584,151.932,QLD,,9648,2608,27.0,2000-01-01,2026-05-31
41105,UMBERCOLLIE,-28.467,150.25,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41106,UPPER FOREST SPRINGS,-27.965,152.075,QLD,,9648,9574,99.2,2000-01-01,2026-05-31
41107,UPPER PILTON,-27.918,152.12,QLD,,9648,578,6.0,2000-01-01,2026-05-31
41108,BEAU MAISON,-27.38,150.516,QLD,,9648,4768,49.4,2000-01-01,2026-05-31
41109,VICTORIA HILL,-28.024,151.811,QLD,,9648,4867,50.4,2000-01-01,2026-05-31
41110,TURALLIN,-27.831,151.196,QLD,,9648,5235,54.3,2000-01-01,2026-05-31
41111,WARWICK POST OFFICE,-28.217,152.033,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41115,MARAVALE,-27.21,151.617,QLD,,9648,6208,64.3,2000-01-01,2026-05-31
41116,WALLANGARRA POST OFFICE,-28.924,151.931,QLD,,9648,7824,81.1,2000-01-01,2026-05-31
41117,WARRA POST OFFICE,-26.931,150.925,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41118,WARRABAH,-28.19,151.576,QLD,,9648,4233,43.9,2000-01-01,2026-05-31
41120,YANGAN POST OFFICE,-28.196,152.209,QLD,,9648,9607,99.6,2000-01-01,2026-05-31
41122,YELARBON,-28.573,150.754,QLD,,9648,4026,41.7,2000-01-01,2026-05-31
41125,WHETSTONE POST OFFICE,-28.5,150.933,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41126,WESTBROOK,-27.62,151.829,QLD,,9648,3945,40.9,2000-01-01,2026-05-31
41127,WESTERN CREEK,-27.831,151.089,QLD,,9648,303,3.1,2000-01-01,2026-05-31
41128,WONDALLI,-28.5,150.587,QLD,,9648,9519,98.7,2000-01-01,2026-05-31
41129,WOOMERA,-28.489,150.48,QLD,,9648,1449,15.0,2000-01-01,2026-05-31
41130,BRAEMAR STATE FOREST,-27.217,150.833,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41131,COORANGA NORTH,-26.773,151.382,QLD,,9648,7864,81.5,2000-01-01,2026-05-31
41134,TOP PLAINS,-28.313,152.403,QLD,,9648,9312,96.5,2000-01-01,2026-05-31
41135,BROADACRES,-27.301,150.739,QLD,,9648,929,9.6,2000-01-01,2026-05-31
41139,WYAGA STATION,-28.167,150.648,QLD,,9648,3182,33.0,2000-01-01,2026-05-31
41140,DALBY REGIONAL COUNCIL,-27.186,151.255,QLD,,9648,3152,32.7,2000-01-01,2026-05-31
41145,MARNHULL,-26.84,151.165,QLD,,9648,9554,99.0,2000-01-01,2026-05-31
41147,JONDARAYAN STATION,-27.4,151.567,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41153,BON ACCORD,-27.6,151.2,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41154,BLINKBONNIE,-28.15,152.1,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41156,BRAESIDE,-28.4,151.9,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41158,YANDILLA,-27.85,151.367,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41165,BONNIE BRAE,-28.295,152.42,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41166,SPRINGSIDE,-27.676,151.602,QLD,,9648,9495,98.4,2000-01-01,2026-05-31
41167,HELENVALE,-28.171,152.276,QLD,,9648,9338,96.8,2000-01-01,2026-05-31
41168,ROSEVALE,-26.706,151.303,QLD,,9648,7641,79.2,2000-01-01,2026-05-31
41173,MYUNA,-28.167,151.6,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41174,NUNKERI,-27.386,151.378,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41175,APPLETHORPE,-28.622,151.953,QLD,,9648,9541,98.9,2000-01-01,2026-05-31
41176,WARWICK DRAGON ST,-28.225,152.026,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41179,WYOBIE,-26.896,151.086,QLD,,9648,3236,33.5,2000-01-01,2026-05-31
41182,WHITTAKER,-27.184,151.57,QLD,,9648,9500,98.5,2000-01-01,2026-05-31
41187,WAVERLEY,-27.002,150.977,QLD,,9648,899,9.3,2000-01-01,2026-05-31
41189,WARAHGAI,-28.237,151.535,QLD,,9648,999,10.4,2000-01-01,2026-05-31
41191,VICTORY DOWNS,-27.263,151.375,QLD,,9648,5656,58.6,2000-01-01,2026-05-31
41192,VALHALLA,-28.369,151.796,QLD,,9648,8146,84.4,2000-01-01,2026-05-31
41197,KUMBARILLA LANE,-27.321,150.873,QLD,,9648,3367,34.9,2000-01-01,2026-05-31
41198,TINGHA,-27.146,151.303,QLD,,9648,9436,97.8,2000-01-01,2026-05-31
41199,THE PARK,-27.262,151.63,QLD,,9648,1079,11.2,2000-01-01,2026-05-31
41200,TALMOI,-27.028,151.314,QLD,,9648,1144,11.9,2000-01-01,2026-05-31
41202,TALGAI,-27.02,151.711,QLD,,9648,5322,55.2,2000-01-01,2026-05-31
41205,STRATHYRE,-28.12,151.472,QLD,,9648,1531,15.9,2000-01-01,2026-05-31
41208,SPRING CREEK,-28.349,152.34,QLD,,9648,9400,97.4,2000-01-01,2026-05-31
41209,SORRENTO,-28.481,151.886,QLD,,9648,7021,72.8,2000-01-01,2026-05-31
41212,ROSALIE PLAINS,-27.207,151.676,QLD,,9648,6792,70.4,2000-01-01,2026-05-31
41215,RIVERVIEW HOPELAND,-26.815,150.688,QLD,,9648,4900,50.8,2000-01-01,2026-05-31
41216,RIVERSIDE,-28.033,152.052,QLD,,9648,2018,20.9,2000-01-01,2026-05-31
41217,RINGUINEA,-26.932,151.527,QLD,,9648,1033,10.7,2000-01-01,2026-05-31
41219,REDBANK,-27.994,151.554,QLD,,9648,9279,96.2,2000-01-01,2026-05-31
41223,THE GLEN,-28.293,151.945,QLD,,9648,2219,23.0,2000-01-01,2026-05-31
41225,MIRRABOOKA,-27.839,152.061,QLD,,9648,5119,53.1,2000-01-01,2026-05-31
41236,WESTFIELDS,-27.245,151.168,QLD,,9648,1210,12.5,2000-01-01,2026-05-31
41240,HEREWARD,-27.186,151.142,QLD,,9648,9531,98.8,2000-01-01,2026-05-31
41242,LITTLE RIDGE,-27.018,151.635,QLD,,9648,9412,97.6,2000-01-01,2026-05-31
41244,MOUNT LEINSTER,-27.136,151.397,QLD,,9648,5005,51.9,2000-01-01,2026-05-31
41248,MAR-LEE,-27.047,151.141,QLD,,9648,4876,50.5,2000-01-01,2026-05-31
41249,EKSUN DOWNS,-28.014,151.395,QLD,,9648,5986,62.0,2000-01-01,2026-05-31
41250,PAMPAS,-27.789,151.413,QLD,,9648,9568,99.2,2000-01-01,2026-05-31
41251,PALGROVE,-28.431,151.823,QLD,,9648,5603,58.1,2000-01-01,2026-05-31
41256,NAVILLOWEEN,-27.815,151.986,QLD,,9648,5031,52.1,2000-01-01,2026-05-31
41257,KUPUNN,-27.231,151.102,QLD,,9648,3736,38.7,2000-01-01,2026-05-31
41259,CLINTONVALE,-28.072,152.13,QLD,,9648,9498,98.4,2000-01-01,2026-05-31
41261,KIA ORA,-27.116,150.765,QLD,,9648,4988,51.7,2000-01-01,2026-05-31
41264,KENNERLY,-26.819,151.05,QLD,,9648,878,9.1,2000-01-01,2026-05-31
41266,LILLINGSTONE,-27.071,151.373,QLD,,9648,6520,67.6,2000-01-01,2026-05-31
41270,GUNBOWER,-27.824,151.58,QLD,,9648,2750,28.5,2000-01-01,2026-05-31
41271,GRAHAMVILLE,-27.079,151.653,QLD,,9648,4745,49.2,2000-01-01,2026-05-31
41274,GLENRAE,-28.314,152.114,QLD,,9648,1055,10.9,2000-01-01,2026-05-31
41275,GLENROY MASSIE,-28.147,151.925,QLD,,9648,9240,95.8,2000-01-01,2026-05-31
41276,GLENRIVE,-27.929,152.161,QLD,,9648,9464,98.1,2000-01-01,2026-05-31
41277,GLENROY,-26.767,151.208,QLD,,9648,9501,98.5,2000-01-01,2026-05-31
41285,FAIRLEIGH,-28.327,151.845,QLD,,9648,9212,95.5,2000-01-01,2026-05-31
41291,EHLMA PARK,-26.874,150.869,QLD,,9648,8684,90.0,2000-01-01,2026-05-31
41297,DAANDINE,-27.098,150.979,QLD,,9648,8897,92.2,2000-01-01,2026-05-31
41306,TOSARI,-27.863,151.454,QLD,,9648,6779,70.3,2000-01-01,2026-05-31
41310,KUYURA,-26.889,151.201,QLD,,9648,9370,97.1,2000-01-01,2026-05-31
41314,BROOKSTEAD POST OFFICE,-27.758,151.448,QLD,,9648,9475,98.2,2000-01-01,2026-05-31
41315,BRIGALOW PARK,-28.106,151.569,QLD,,9648,6416,66.5,2000-01-01,2026-05-31
41317,BUNDALEER,-27.073,151.419,QLD,,9648,4812,49.9,2000-01-01,2026-05-31
41318,CARRAMAR,-27.96,151.325,QLD,,9648,8593,89.1,2000-01-01,2026-05-31
41319,DORA PARK,-27.064,151.506,QLD,,9648,440,4.6,2000-01-01,2026-05-31
41323,MANDALA,-28.019,152.286,QLD,,9648,9532,98.8,2000-01-01,2026-05-31
41327,BAIRNSDALE,-27.769,151.773,QLD,,9648,4808,49.8,2000-01-01,2026-05-31
41328,ALFALFA,-27.978,151.559,QLD,,9648,207,2.1,2000-01-01,2026-05-31
41332,AKUNA,-28.067,152.35,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41338,BALLANDEAN POST OFFICE,-28.801,151.842,QLD,,9648,6713,69.6,2000-01-01,2026-05-31
41341,INGLEWOOD TOBACCO RES,-28.5,150.933,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41344,KARARA,-28.207,151.561,QLD,,9648,9185,95.2,2000-01-01,2026-05-31
41349,MUNDAGAI,-27.734,150.579,QLD,,9648,6370,66.0,2000-01-01,2026-05-31
41358,TIPTON BRIDGE,-27.442,151.257,QLD,,9648,3273,33.9,2000-01-01,2026-05-31
41359,OAKEY AERO,-27.403,151.741,QLD,,9648,9448,97.9,2000-01-01,2026-05-31
41360,BENGALLA,-28.655,150.667,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41368,TARTHA,-27.716,150.224,QLD,,9648,1720,17.8,2000-01-01,2026-05-31
41369,MOYOLA,-27.523,151.882,QLD,,9648,8003,82.9,2000-01-01,2026-05-31
41370,YAGABURNE,-28.124,150.543,QLD,,9648,9395,97.4,2000-01-01,2026-05-31
41371,MELVA,-28.458,151.682,QLD,,9648,9515,98.6,2000-01-01,2026-05-31
41372,LINSALEA,-28.007,151.277,QLD,,9648,709,7.3,2000-01-01,2026-05-31
41373,CALM DOWNS,-28.882,151.513,QLD,,9648,30,0.3,2000-01-01,2026-05-31
41374,DUNMORE,-27.65,150.917,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41375,COLUMBA,-28.236,151.423,QLD,,9648,1091,11.3,2000-01-01,2026-05-31
41376,WARROO STATION,-28.539,151.348,QLD,,9648,9449,97.9,2000-01-01,2026-05-31
41377,TUMMURRAMI,-28.341,151.537,QLD,,9648,7200,74.6,2000-01-01,2026-05-31
41380,SWANFELS UPPER,-28.133,152.417,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41383,MINGOOLA,-28.917,151.517,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41384,LESBROOK,-28.483,151.233,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41385,WHETSTONE WEIR,-28.467,150.95,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41388,MURRALAH,-28.055,151.33,QLD,,9648,9511,98.6,2000-01-01,2026-05-31
41389,PIKES CREEK,-28.678,151.579,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41390,DUNBLAINE,-28.34,151.394,QLD,,9648,1396,14.5,2000-01-01,2026-05-31
41391,WOODSPRING,-28.361,151.146,QLD,,9648,8928,92.5,2000-01-01,2026-05-31
41392,MARMADUA FORESTRY,-27.42,150.635,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41395,GLENARADALE,-28.17,150.45,QLD,,9648,1746,18.1,2000-01-01,2026-05-31
41396,GLEN APLIN,-28.733,151.883,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41397,BURILDA,-28.142,150.132,QLD,,9648,9497,98.4,2000-01-01,2026-05-31
41404,ELLANGOWAN,-27.958,151.664,QLD,,9648,9475,98.2,2000-01-01,2026-05-31
41407,TARA,-27.6,150.367,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41408,GLEN ETIVE,-28.499,151.232,QLD,,9648,5234,54.2,2000-01-01,2026-05-31
41412,DUNGORM,-28.297,151.518,QLD,,9648,3336,34.6,2000-01-01,2026-05-31
41413,HUNTERS HILL,-28.358,151.562,QLD,,9648,1182,12.3,2000-01-01,2026-05-31
41416,AUGHAMORE,-27.574,151.727,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41440,BEEBO,-28.733,150.967,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41442,TERRAINE,-28.483,151.283,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41444,LONG CROSSING,-28.333,152.35,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41445,LESLIE DAM,-28.214,151.919,QLD,,9648,9414,97.6,2000-01-01,2026-05-31
41451,THE HIGHLANDS,-28.4,152.25,QLD,,9648,0,0.0,2000-01-01,2026-05-31
41454,GIRRAWEEN NAT PARK,-28.834,151.937,QLD,,9648,9216,95.5,2000-01-01,2026-05-31
41459,SHADWELL PARK,-26.5,151.077,QLD,,9648,364,3.8,2000-01-01,2026-05-31
41469,MACALISTER,-27.029,151.095,QLD,,9648,9600,99.5,2000-01-01,2026-05-31
41497,AAC DALBY CAMPUS,-27.149,151.289,QLD,,9648,4312,44.7,2000-01-01,2026-05-31
41504,GLEN ROYAL,-27.736,151.412,QLD,,9648,9403,97.5,2000-01-01,2026-05-31
41512,COOBY CREEK DAM,-27.383,151.924,QLD,,9648,9472,98.2,2000-01-01,2026-05-31
41521,GOONDIWINDI AIRPORT,-28.521,150.326,QLD,,9648,5684,58.9,2000-01-01,2026-05-31
41522,DALBY AIRPORT,-27.16,151.263,QLD,,9648,9534,98.8,2000-01-01,2026-05-31
41525,WARWICK,-28.206,152.1,QLD,,9648,8151,84.5,2000-01-01,2026-05-31
41529,TOOWOOMBA AIRPORT,-27.543,151.913,QLD,,9648,9543,98.9,2000-01-01,2026-05-31
41554,TALINGA,-27.779,150.458,QLD,,9648,3925,40.7,2000-01-01,2026-05-31
42000,BARAKULA FOREST STN,-26.427,150.504,QLD,,9648,5196,53.9,2000-01-01,2026-05-31
42002,BELAH PARK,-27.207,150.283,QLD,,9648,9452,98.0,2000-01-01,2026-05-31
42003,CHERITON,-28.235,149.123,QLD,,9648,3608,37.4,2000-01-01,2026-05-31
42004,POSSUM PARK,-26.505,150.099,QLD,,9648,7259,75.2,2000-01-01,2026-05-31
42005,COLUMBOOLA,-26.667,150.35,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42006,COOMRITH,-27.55,149.617,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42007,COTSWOLD,-27.1,149.8,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42008,DAYMAR POST OFFICE,-28.617,148.983,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42009,DRILLHAM,-26.64,149.982,QLD,,9648,7382,76.5,2000-01-01,2026-05-31
42010,DULACCA TRUCK STOP,-26.643,149.757,QLD,,9648,5690,59.0,2000-01-01,2026-05-31
42011,GLEN ALVON,-27.859,149.555,QLD,,9648,1253,13.0,2000-01-01,2026-05-31
42012,GLENMORGAN POST OFFICE,-27.248,149.676,QLD,,9648,5474,56.7,2000-01-01,2026-05-31
42015,MADOWLA,-26.402,150.154,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42016,HANNAFORD POST OFFICE,-27.341,150.062,QLD,,9648,9069,94.0,2000-01-01,2026-05-31
42019,KINGTON,-27.6,150.067,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42020,LANCEWOOD,-26.45,150.15,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42021,LORETTA,-26.483,149.95,QLD,,9648,0,0.0,2000-01-01,2026-05-31
42022,MEANDARRA POST OFFICE,-27.324,149.883,QLD,,9648,8982,93.1,2000-01-01,2026-05-31
42023,MILES POST OFFICE,-26.658,150.184,QLD,,9648,9443,97.9,2000-01-01,2026-05-31
42027,TALWOOD STATE SCHOOL,-28.487,149.47,QLD,,9648,6788,70.4,2000-01-01,2026-05-31
42028,THALLON POST OFFICE,-28.634,148.868,QLD,,9648,2979,30.9,2000-01-01,2026-05-31
